CONG119,STATE,DISTRICT,TOTPOP20,NH White,NH Black plus NH Black and White,NH Asian plus NH Asian and White,NH American Indian plus NH American Indian and White,NH Pacific Islander plus NH Pacific Islander and White,NH Some Other Race plus NH Some Other Race and White,NH Other multiple-race,Hispanic,TOT_HOUS22_est,LESS_10K22_est,10K_15K22_est,15K_20K22_est,20K_25K22_est,25K_30K22_est,30K_35K22_est,35K_40K22_est,40K_45K22_est,45K_50K22_est,50K_60K22_est,60K_75K22_est,75K_100K22_est,100_125K22_est,125_150K22_est,150_200K22_est,200K_MOR22_est,Median_HH_Income_Est,BACH_PLUS_pct,FOREIGN_BORN_pct,ENG_LW_pct,Total_20_Pres_Votes_Est,G20PREDBID_pct,G20PRELJOR_pct,G20PRERTRU_pct
TX-19,TX,19,766987,0.5019,0.0686,0.0208,0.0149,0.0009,0.0068,0.0029,0.3832,282672.66,17013.15,14384.18,12723.09,12201.19,13721.14,12092.71,11131.54,12879.03,12027.33,22607.66,26424.89,37455.65,26469.31,16491.68,17826.05,17224.02,60K_75K,0.2452,0.0927,0.0724,278959.53,0.2623,0.0119,0.7258
TX-20,TX,20,766987,0.1762,0.0607,0.0399,0.006,0.0015,0.0065,0.0046,0.7046,281914.32,16330.17,13092.07,11282.33,13321.07,12951.58,13364.41,13414.16,13025.78,12398.36,22907.02,30815.96,38508.77,25574.64,16200.99,17524.3,11202.71,50K_60K,0.2469,0.1645,0.1377,260977.73,0.6605,0.0115,0.328
TX-21,TX,21,766987,0.5886,0.0393,0.0332,0.0146,0.0016,0.0118,0.0036,0.3073,303170.0,11334.74,7063.05,6744.94,8527.99,9474.48,10148.63,10350.2,9692.66,10663.38,21307.79,26433.75,39745.85,30639.32,23999.25,30561.95,46482.03,75K_100K,0.4473,0.1053,0.0539,415551.94,0.3951,0.0124,0.5926
TX-22,TX,22,766987,0.423,0.1187,0.1495,0.0097,0.0006,0.0108,0.0049,0.2828,263044.02,9645.21,5996.92,5472.92,5503.88,5884.05,6586.15,6495.59,7155.13,7028.9,14510.81,20345.05,31049.79,27529.0,25567.11,35359.84,48913.68,100_125K,0.4481,0.2432,0.1095,333542.56,0.4143,0.0104,0.5753
TX-23,TX,23,766987,0.2842,0.0373,0.0293,0.0087,0.0013,0.0067,0.0035,0.629,248374.29,12274.72,11724.61,8329.0,9243.58,10061.78,8300.95,8789.13,8112.84,8765.59,16547.77,24027.19,31299.01,24568.35,19140.49,22260.93,24928.35,60K_75K,0.2963,0.1721,0.1577,293254.67,0.459,0.01,0.531
TX-24,TX,24,766987,0.616,0.0771,0.0957,0.0168,0.0038,0.0114,0.0047,0.1745,283837.33,7543.09,4098.28,4485.87,5964.67,5876.42,8133.84,6755.47,7426.18,7944.69,14939.35,23110.0,34492.55,29082.26,23081.4,32419.09,68484.18,100_125K,0.528,0.1596,0.0656,389788.89,0.4314,0.0133,0.5553
TX-25,TX,25,766987,0.5838,0.1243,0.0385,0.0193,0.0023,0.0092,0.005,0.2177,282208.63,12447.04,9090.8,8992.61,9537.04,10440.0,10439.19,10566.85,10957.63,11334.88,19563.32,27316.2,39048.51,30662.31,22652.86,24592.85,24566.57,75K_100K,0.3003,0.1139,0.0764,332080.49,0.3383,0.0108,0.6509
TX-26,TX,26,766987,0.5658,0.0973,0.1068,0.02,0.0011,0.0112,0.0055,0.1922,280495.23,6695.44,4519.95,4108.47,5194.69,6285.71,5720.15,6260.28,7229.51,7695.91,16506.16,22319.88,35812.07,32630.16,26126.07,38807.82,54582.96,100_125K,0.4579,0.1613,0.0753,360837.61,0.401,0.0122,0.5868
TX-27,TX,27,766987,0.3789,0.0445,0.0195,0.0108,0.0009,0.0077,0.0021,0.5356,278807.44,15657.9,14259.81,10804.35,12579.47,12802.08,11522.56,10935.49,11061.95,10830.9,21115.06,27554.6,37028.08,26750.46,18451.27,18671.84,18781.63,60K_75K,0.1993,0.0882,0.0742,286960.12,0.3824,0.0103,0.6073
TX-28,TX,28,766987,0.1723,0.047,0.0117,0.0057,0.0011,0.0063,0.0028,0.753,246266.38,16885.19,13292.83,10985.91,11145.17,11912.21,10361.32,10704.64,10080.87,8662.35,17759.7,23776.88,32467.18,22830.43,16893.28,16190.12,12318.31,60K_75K,0.1992,0.1803,0.2259,248188.23,0.5309,0.009,0.4601
TX-29,TX,29,766987,0.0833,0.1352,0.0247,0.0033,0.0006,0.0043,0.0034,0.7452,242474.86,15663.84,12388.41,12150.76,12292.74,14267.61,13852.58,13415.4,10435.27,12160.54,20397.16,24726.15,29333.61,19767.85,11124.7,12300.29,8197.94,50K_60K,0.1183,0.3286,0.3473,174085.11,0.6806,0.0078,0.3117
TX-30,TX,30,766987,0.1773,0.4067,0.0355,0.0063,0.0006,0.0063,0.007,0.3603,284065.03,18968.16,12217.01,8494.0,11334.95,11248.3,11389.64,10583.85,10503.89,12514.81,22712.27,30757.61,35459.57,27725.56,18518.37,20308.76,21328.28,60K_75K,0.2883,0.1784,0.1408,278138.75,0.7809,0.008,0.2111
TX-31,TX,31,766987,0.5909,0.0845,0.0547,0.0179,0.0035,0.0118,0.0062,0.2306,275928.08,8492.04,7656.62,7939.6,7318.19,8336.83,8338.93,9081.01,9141.73,9193.45,16942.09,26116.17,37167.66,31435.88,24029.55,31303.09,33435.24,75K_100K,0.3653,0.1177,0.0549,341059.54,0.3906,0.0158,0.5936
TX-32,TX,32,766987,0.3222,0.1985,0.0907,0.0094,0.0007,0.0082,0.0057,0.3645,308391.71,16252.82,10440.3,8064.83,12660.71,13200.66,12453.03,12691.36,12814.86,14090.01,25971.37,32202.27,40593.28,27002.58,18516.52,21883.18,29553.92,60K_75K,0.3907,0.2775,0.1799,262181.71,0.6592,0.0127,0.3282
TX-33,TX,33,766987,0.1324,0.1909,0.0839,0.0057,0.0008,0.0053,0.0046,0.5764,262219.2,13276.15,11389.97,10549.68,11604.51,11960.54,13083.37,12021.67,14146.25,12113.42,23427.87,29725.2,34680.58,22919.2,13694.15,14225.95,13400.69,50K_60K,0.222,0.3287,0.2582,186711.52,0.746,0.0093,0.2447
TX-34,TX,34,766987,0.0792,0.0049,0.0067,0.0023,0.0002,0.0033,0.0004,0.903,234840.29,19319.45,17283.25,15272.37,14264.54,12142.95,13023.04,11171.78,9797.46,8853.58,17251.28,24128.04,26821.22,16464.69,11872.11,10289.64,6884.89,45K_50K,0.1789,0.2261,0.2519,203402.06,0.5748,0.0062,0.419
TX-35,TX,35,766987,0.2618,0.1262,0.0347,0.0084,0.0015,0.0078,0.0087,0.551,287010.13,17344.85,12295.24,10225.42,10782.04,12608.65,11990.54,9644.28,10156.77,12725.53,22958.44,28978.69,40389.53,28540.39,20005.13,20767.21,17597.44,60K_75K,0.296,0.1799,0.1425,260859.5,0.7203,0.0139,0.2658
TX-36,TX,36,766987,0.4933,0.1257,0.044,0.0138,0.0007,0.0096,0.0039,0.309,277659.15,12840.3,10555.04,9483.56,11229.8,11499.77,10576.28,10729.93,10172.35,11231.39,20309.02,26036.02,35482.93,27004.18,20771.24,24701.1,25036.24,60K_75K,0.2345,0.1413,0.0977,303978.79,0.3366,0.0103,0.6531
TX-37,TX,37,766987,0.5247,0.0612,0.1114,0.0107,0.0011,0.0128,0.0046,0.2737,344719.88,17852.25,8163.41,7892.48,8678.3,9348.3,9349.36,9806.11,10796.62,10805.89,23883.07,31206.32,42270.74,33212.39,24956.01,37041.83,59456.8,75K_100K,0.6031,0.1915,0.0916,381947.95,0.7575,0.015,0.2275
TX-38,TX,38,766987,0.5012,0.1021,0.11,0.0108,0.0008,0.0115,0.0049,0.2586,283217.35,9253.87,4658.11,4819.85,6554.18,7552.56,7101.01,8267.04,7118.19,7857.34,18666.34,24407.29,34281.71,27704.16,23601.27,33779.44,57594.99,100_125K,0.498,0.2247,0.1101,356752.04,0.4034,0.0116,0.5851
UT-01,UT,01,817904,0.7871,0.0162,0.0312,0.0132,0.0066,0.0101,0.0038,0.1318,273680.17,9252.45,6579.92,6104.56,6341.21,8582.27,9269.06,8004.68,8004.65,9116.93,20176.85,26877.68,40927.02,33419.89,24254.96,26983.41,29784.62,75K_100K,0.3691,0.0726,0.0336,368816.58,0.3874,0.0259,0.5867
UT-02,UT,02,817904,0.7075,0.0197,0.0338,0.0169,0.0214,0.0099,0.004,0.1867,278078.89,8910.19,8457.78,7301.12,7292.29,9480.19,10867.05,10014.36,9181.06,10549.26,20659.58,29988.56,40038.75,32839.01,24712.39,24342.51,23444.78,75K_100K,0.3204,0.1143,0.0639,356557.74,0.4016,0.0229,0.5755
UT-03,UT,03,817904,0.7778,0.0114,0.0336,0.0251,0.0123,0.0117,0.0046,0.1236,263067.91,9369.03,6003.97,6609.11,7466.75,7564.53,8172.21,8127.29,8015.7,8679.63,18373.08,24292.35,36724.22,28373.1,21267.4,27713.07,36316.48,75K_100K,0.425,0.0893,0.0413,384673.7,0.3873,0.0274,0.5853
UT-04,UT,04,817904,0.7418,0.0169,0.0353,0.0121,0.0182,0.0106,0.0046,0.1605,247992.03,5292.33,3469.32,3637.21,4341.75,5107.01,5599.68,6242.67,6867.59,8936.18,14881.49,23743.41,40403.01,33576.0,27320.25,31666.01,26908.11,75K_100K,0.3348,0.0971,0.0494,353820.32,0.3539,0.0289,0.6173
VA-01,VA,01,784256,0.7076,0.1375,0.0679,0.0139,0.001,0.0117,0.0063,0.054,300815.63,8859.28,5679.51,6463.37,7801.89,7226.42,7709.86,7238.21,8924.61,8912.24,17281.44,27081.17,37867.02,34273.63,29324.02,36589.12,49583.84,75K_100K,0.469,0.0953,0.0312,459259.14,0.4591,0.0149,0.526
VA-02,VA,02,785438,0.5868,0.2335,0.0667,0.0141,0.0021,0.0113,0.0108,0.0747,302562.37,11192.1,6953.71,6544.24,7841.64,9436.0,8591.14,7855.83,8963.53,9685.89,22307.32,29404.95,40165.45,35857.25,27282.14,33033.17,37448.03,75K_100K,0.3742,0.0927,0.0324,402808.56,0.5018,0.017,0.4813
VA-03,VA,03,779587,0.3896,0.4492,0.0381,0.0124,0.0024,0.0099,0.0148,0.0836,311924.76,19001.74,12180.07,11881.83,12850.33,13861.17,13597.52,13163.75,12995.04,13129.71,25729.0,34117.02,41568.77,30467.93,19573.81,20220.71,17586.36,60K_75K,0.2849,0.0805,0.0294,337297.65,0.6826,0.0168,0.3005
VA-04,VA,04,787373,0.4214,0.4199,0.0295,0.0107,0.0009,0.0094,0.0099,0.0983,315521.45,17709.77,13525.65,11752.44,12354.39,12774.76,13317.77,12781.48,13075.54,13186.35,24767.27,31924.23,41577.71,31079.06,21567.36,22653.3,21474.37,60K_75K,0.3115,0.086,0.0462,393074.75,0.6729,0.0125,0.3145
VA-05,VA,05,788614,0.6823,0.2184,0.0286,0.0126,0.0005,0.0095,0.0053,0.0428,310070.41,16838.99,13865.0,11840.98,12591.43,13078.31,13159.83,13156.2,11355.54,12151.43,23039.04,29671.29,38344.66,29484.38,20290.64,24452.69,26749.98,60K_75K,0.327,0.0516,0.0194,433665.92,0.4517,0.0139,0.5344
VA-06,VA,06,783180,0.7812,0.0903,0.0211,0.015,0.0006,0.0088,0.0041,0.0789,306819.32,14566.06,12167.09,11649.44,12944.73,12988.07,12065.72,12209.05,12503.38,12721.92,24490.76,30535.0,41567.92,32674.0,20131.11,22431.1,21174.0,60K_75K,0.2743,0.0689,0.0342,397569.69,0.3811,0.0161,0.6029
VA-07,VA,07,783688,0.5076,0.2159,0.0646,0.0133,0.0017,0.012,0.0106,0.1743,265986.3,7538.0,4388.77,4752.0,5084.55,5557.95,6129.03,6163.76,6807.38,7019.13,15065.99,20905.09,35136.73,30997.16,27399.83,36889.47,46151.46,100_125K,0.3684,0.1721,0.0795,389121.94,0.5259,0.0158,0.4583
VA-08,VA,08,784093,0.4944,0.1313,0.1425,0.0055,0.0011,0.0135,0.0071,0.2046,325233.04,10105.1,5286.09,5568.56,5464.95,6265.62,6107.8,5252.25,6482.93,6215.92,14342.86,21354.71,37104.03,32404.17,27223.82,44179.75,91874.5,125_150K,0.651,0.2964,0.1289,392674.03,0.7739,0.0131,0.213
VA-09,VA,09,786392,0.8591,0.0649,0.0203,0.015,0.0004,0.0076,0.0027,0.03,313909.0,21870.06,18244.59,16822.71,16562.37,16164.29,15172.3,14726.04,13635.51,12588.46,24473.05,31290.92,38323.33,27376.31,16278.03,15809.77,14571.25,50K_60K,0.231,0.0363,0.0128,400293.84,0.284,0.0119,0.7041
VA-10,VA,10,784275,0.5273,0.0927,0.174,0.0086,0.0011,0.0127,0.0068,0.177,256488.55,4267.94,2325.24,2764.0,2867.35,3827.04,3193.83,3402.53,4481.54,4520.74,9415.98,13282.33,25297.22,24623.68,22957.8,41533.71,87727.62,150_200K,0.5436,0.2563,0.1082,410766.78,0.583,0.0149,0.4021
VA-11,VA,11,784497,0.4878,0.0908,0.2539,0.0059,0.001,0.0132,0.0068,0.1405,280445.16,6163.96,3029.27,2786.44,3080.37,3505.38,3567.2,4295.91,3735.0,4605.22,8833.29,13747.29,27095.15,27565.43,25288.45,45885.19,97261.59,150_200K,0.675,0.3247,0.1269,424227.63,0.6996,0.0139,0.2866
VT-AT-LARGE,VT,AT-LARGE,643077,0.8913,0.0187,0.0237,0.023,0.0006,0.016,0.0026,0.0241,265858.0,10277.0,10742.0,9021.0,9529.0,10123.0,10552.0,9383.0,10143.0,9806.0,18378.0,26478.0,35676.0,28004.0,20972.0,23226.0,23548.0,60K_75K,0.4172,0.0528,0.0126,359132.24,0.6761,0.01,0.3138
WA-01,WA,01,772031,0.5972,0.0343,0.2213,0.0172,0.0053,0.0177,0.0086,0.0983,293261.03,7999.11,4647.07,4094.18,4732.36,5191.66,4726.27,4776.47,5545.83,5664.01,12742.87,19858.08,32924.66,31951.18,28579.77,42505.47,77322.06,125_150K,0.5017,0.2529,0.091,389910.85,0.6434,0.0213,0.3353
WA-02,WA,02,769105,0.6903,0.0344,0.0861,0.0334,0.0068,0.0175,0.008,0.1235,307729.11,12001.61,9477.64,9374.68,8283.57,8986.21,9647.89,10323.5,10698.83,9661.13,21615.83,30191.55,41851.98,35219.24,25654.61,30770.06,33970.79,75K_100K,0.3464,0.1531,0.0693,434470.54,0.6055,0.0198,0.3747
WA-03,WA,03,769308,0.7525,0.0248,0.0484,0.0303,0.0102,0.0165,0.007,0.1103,293018.31,10445.23,8038.87,8377.46,9263.45,8957.59,9533.62,9860.64,9053.17,10442.12,20849.51,27553.69,43205.17,33475.14,24570.28,30076.62,29315.74,75K_100K,0.2759,0.0989,0.0495,418486.93,0.4689,0.02,0.5111
WA-04,WA,04,768710,0.5109,0.0129,0.0228,0.0371,0.0024,0.0123,0.0034,0.3982,266015.68,10711.14,9077.67,8874.73,10012.63,11084.05,10450.42,9342.29,11165.59,11381.88,20061.43,27273.89,39744.81,27438.54,17960.73,21089.43,20346.45,60K_75K,0.2315,0.1717,0.1407,321316.36,0.4049,0.0198,0.5753
WA-05,WA,05,774871,0.7872,0.0262,0.0342,0.0378,0.0075,0.0167,0.007,0.0833,303727.71,15228.86,13572.33,10482.27,12102.0,12405.95,12204.58,11617.57,11692.41,12425.45,22846.62,31094.43,41553.34,29715.06,20953.35,22687.65,23145.84,60K_75K,0.3083,0.0711,0.0329,412828.24,0.438,0.0237,0.5383
WA-06,WA,06,773278,0.7207,0.0451,0.0608,0.042,0.0115,0.0177,0.012,0.0902,311391.22,12365.43,10008.2,8907.46,9689.69,8963.72,9273.02,9664.5,11132.4,10641.44,21274.39,30818.6,42319.99,34649.73,24391.9,31580.24,35710.52,75K_100K,0.3338,0.0872,0.0327,441192.34,0.5749,0.0235,0.4016
WA-07,WA,07,769663,0.6254,0.0587,0.1738,0.0148,0.0052,0.0174,0.0099,0.0948,355611.28,14158.22,9484.2,7408.84,7413.77,7561.65,8134.7,8291.69,8043.85,7788.27,18533.39,24211.6,36960.85,32672.06,27685.09,43809.35,93453.75,100_125K,0.6463,0.2029,0.0654,453604.68,0.875,0.0117,0.1133
WA-08,WA,08,769847,0.6913,0.0281,0.1176,0.0251,0.0072,0.0172,0.0083,0.1052,276207.82,6673.04,4484.64,4698.91,5426.02,5911.92,5940.28,5887.01,6577.34,5937.52,12923.56,19237.59,32266.07,31598.8,24991.94,38151.24,65501.94,100_125K,0.4062,0.1555,0.0588,433769.36,0.5229,0.0218,0.4553
WA-09,WA,09,768838,0.4061,0.1322,0.2579,0.0137,0.0195,0.0125,0.0156,0.1426,284594.42,10413.8,8371.52,6849.51,6906.85,7546.42,8097.8,6563.82,8084.76,8692.54,16683.92,26119.56,34454.32,30564.97,23694.21,30280.74,51269.67,75K_100K,0.4043,0.3129,0.1666,353500.95,0.7192,0.0145,0.2663
WA-10,WA,10,769630,0.6006,0.0858,0.0978,0.0287,0.0244,0.0155,0.0181,0.1293,287715.43,10591.55,6156.87,6886.96,7139.67,8266.83,7613.42,8609.53,9350.82,10775.63,21207.49,27818.0,42915.8,35552.29,26190.12,30695.21,27945.25,75K_100K,0.3042,0.138,0.0649,375683.93,0.5774,0.0236,0.399
WI-01,WI,01,736715,0.742,0.0778,0.0252,0.0135,0.0005,0.0111,0.0034,0.1265,297515.51,12243.99,9677.97,8797.35,10504.42,10993.18,10183.72,10783.67,11028.61,10958.2,25056.75,30290.43,43634.76,31456.37,23099.2,27152.02,21654.88,60K_75K,0.2974,0.0708,0.0374,392567.15,0.4842,0.0115,0.5043
WI-02,WI,02,736715,0.7932,0.0525,0.0585,0.0111,0.0007,0.0119,0.0034,0.0687,313021.22,12998.08,7731.46,8253.34,9193.38,10028.75,10421.42,10080.06,10994.58,10297.67,23119.8,29788.81,43543.5,34608.25,25228.73,32862.21,33871.19,75K_100K,0.4681,0.0784,0.0292,441601.96,0.7039,0.0109,0.2851
WI-03,WI,03,736716,0.8914,0.0182,0.0274,0.016,0.0007,0.0105,0.0022,0.0334,297208.35,11147.59,11190.32,9775.63,12135.03,13864.23,11264.58,12036.53,11902.87,13338.78,24897.26,32141.63,43116.67,32205.9,20314.3,20864.78,17012.22,60K_75K,0.2739,0.0307,0.0199,394038.24,0.4698,0.0136,0.5167
WI-04,WI,04,736714,0.4102,0.3306,0.0546,0.0094,0.0006,0.0092,0.0074,0.1779,300635.24,21149.15,19517.65,12850.94,14412.32,16715.05,13778.69,12855.92,12557.73,12683.94,25338.31,28510.98,35759.36,25501.72,15909.4,16278.93,16815.14,50K_60K,0.3252,0.1026,0.0707,341542.98,0.7617,0.0091,0.2292
WI-05,WI,05,736715,0.859,0.0224,0.0352,0.0111,0.0006,0.0106,0.0019,0.0593,303242.88,8401.0,6017.03,5692.33,8257.11,9883.41,8814.47,9067.53,9015.79,10171.37,20935.11,27877.25,41689.75,37729.01,28127.11,33614.36,37950.25,75K_100K,0.3946,0.0512,0.0199,463616.49,0.3796,0.0114,0.6091
WI-06,WI,06,736714,0.8611,0.0283,0.0303,0.0143,0.0006,0.0094,0.0019,0.054,306105.4,10178.27,8531.75,9357.72,11191.25,13904.68,10920.52,12584.8,11830.95,12645.94,26596.36,33068.07,44638.06,35191.79,21703.45,23651.56,20110.24,60K_75K,0.2765,0.0428,0.0212,414492.29,0.4149,0.0131,0.572
WI-07,WI,07,736715,0.8953,0.0116,0.0199,0.0338,0.0008,0.0109,0.0021,0.0257,305609.13,11357.33,11949.43,10246.02,11785.85,14981.39,11808.05,12198.97,11750.93,13063.36,25377.83,32077.6,44347.68,33535.97,21575.88,22258.2,17294.63,60K_75K,0.2481,0.027,0.0164,420821.23,0.3941,0.0114,0.5945
WI-08,WI,08,736714,0.8378,0.0232,0.0274,0.0376,0.0006,0.0094,0.0024,0.0616,302150.27,10448.58,8638.39,8446.66,10368.64,12204.31,11588.54,11241.52,11430.54,12198.75,24683.59,31802.23,46504.22,35882.99,23166.93,23253.94,20290.45,60K_75K,0.2822,0.0415,0.0269,410861.04,0.416,0.0125,0.5714
WV-01,WV,01,896067,0.8988,0.0506,0.009,0.018,0.0004,0.0079,0.0027,0.0126,357812.0,26090.0,24564.0,20755.0,21455.0,18977.0,18013.0,16443.0,16938.0,14987.0,28523.0,33674.0,41435.0,27906.0,17508.0,15906.0,14638.0,50K_60K,0.2078,0.0153,0.0048,391368.13,0.2886,0.0125,0.6989
WV-02,WV,02,897649,0.8839,0.0429,0.0136,0.0184,0.0006,0.0114,0.003,0.0262,358228.0,20113.0,18800.0,15969.0,17768.0,16506.0,17138.0,14811.0,14723.0,14516.0,28248.0,34818.0,45625.0,33087.0,22785.0,23286.0,20035.0,60K_75K,0.2467,0.0261,0.0085,400686.4,0.3071,0.0144,0.6785
WY-AT-LARGE,WY,AT-LARGE,576851,0.8142,0.013,0.0138,0.0381,0.0016,0.0144,0.0027,0.1024,234156.0,10714.0,8115.0,7806.0,9208.0,8475.0,9565.0,9356.0,7572.0,7799.0,17923.0,24038.0,32579.0,26379.0,17485.0,19922.0,17220.0,60K_75K,0.2899,0.0421,0.0175,272818.05,0.2694,0.0211,0.7095
